"﻿""REF_DATE""",GEO,DGUID,Investment status,Ownership type,Property type,Period of construction,Estimates,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,"Total, all property types",2016 to reference period,Average total living area,Square feet,279,units,0,v1484733150,387.2.3.1.10.6,1140,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,"Total, all property types",2016 to reference period,Median total living area,Square feet,279,units,0,v1484733151,387.2.3.1.10.7,791,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,"Total, all property types",Not applicable,Number,Number,223,units,0,v1484733152,387.2.3.1.12.1,275,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,"Total, all property types",Not applicable,Percentage - investment status,Percent,239,units,0,v1484733153,387.2.3.1.12.2,51.4,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,"Total, all property types",Not applicable,Average assessment value,Dollars,81,units,0,v1484733154,387.2.3.1.12.3,880000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,"Total, all property types",Not applicable,Median assessment value,Dollars,81,units,0,v1484733155,387.2.3.1.12.4,431000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,"Total, all property types",Not applicable,Total assessment value,Dollars,81,units,0,v1484733156,387.2.3.1.12.5,71100000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,"Total, all property types",Not applicable,Average total living area,Square feet,279,units,0,v1484733157,387.2.3.1.12.6,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,"Total, all property types",Not applicable,Median total living area,Square feet,279,units,0,v1484733158,387.2.3.1.12.7,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,"Total, all periods of construction",Number,Number,223,units,0,v1484733159,387.2.3.2.1.1,300,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,"Total, all periods of construction",Percentage - investment status,Percent,239,units,0,v1484733160,387.2.3.2.1.2,87,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,"Total, all periods of construction",Average assessment value,Dollars,81,units,0,v1484733161,387.2.3.2.1.3,700000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,"Total, all periods of construction",Median assessment value,Dollars,81,units,0,v1484733162,387.2.3.2.1.4,569000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,"Total, all periods of construction",Total assessment value,Dollars,81,units,0,v1484733163,387.2.3.2.1.5,194300000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,"Total, all periods of construction",Average total living area,Square feet,279,units,0,v1484733164,387.2.3.2.1.6,2300,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,"Total, all periods of construction",Median total living area,Square feet,279,units,0,v1484733165,387.2.3.2.1.7,1870,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1960 or earlier,Number,Number,223,units,0,v1484733166,387.2.3.2.2.1,170,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1960 or earlier,Percentage - investment status,Percent,239,units,0,v1484733167,387.2.3.2.2.2,87.2,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1960 or earlier,Average assessment value,Dollars,81,units,0,v1484733168,387.2.3.2.2.3,590000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1960 or earlier,Median assessment value,Dollars,81,units,0,v1484733169,387.2.3.2.2.4,547000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1960 or earlier,Total assessment value,Dollars,81,units,0,v1484733170,387.2.3.2.2.5,96400000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1960 or earlier,Average total living area,Square feet,279,units,0,v1484733171,387.2.3.2.2.6,1870,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1960 or earlier,Median total living area,Square feet,279,units,0,v1484733172,387.2.3.2.2.7,1670,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1961 to 1970,Number,Number,223,units,0,v1484733173,387.2.3.2.3.1,40,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1961 to 1970,Percentage - investment status,Percent,239,units,0,v1484733174,387.2.3.2.3.2,88.9,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1961 to 1970,Average assessment value,Dollars,81,units,0,v1484733175,387.2.3.2.3.3,690000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1961 to 1970,Median assessment value,Dollars,81,units,0,v1484733176,387.2.3.2.3.4,593000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1961 to 1970,Total assessment value,Dollars,81,units,0,v1484733177,387.2.3.2.3.5,26900000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1961 to 1970,Average total living area,Square feet,279,units,0,v1484733178,387.2.3.2.3.6,2100,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1961 to 1970,Median total living area,Square feet,279,units,0,v1484733179,387.2.3.2.3.7,1870,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1971 to 1980,Number,Number,223,units,0,v1484733180,387.2.3.2.4.1,30,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1971 to 1980,Percentage - investment status,Percent,239,units,0,v1484733181,387.2.3.2.4.2,85.7,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1971 to 1980,Average assessment value,Dollars,81,units,0,v1484733182,387.2.3.2.4.3,710000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1971 to 1980,Median assessment value,Dollars,81,units,0,v1484733183,387.2.3.2.4.4,588000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1971 to 1980,Total assessment value,Dollars,81,units,0,v1484733184,387.2.3.2.4.5,19900000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1971 to 1980,Average total living area,Square feet,279,units,0,v1484733185,387.2.3.2.4.6,2500,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1971 to 1980,Median total living area,Square feet,279,units,0,v1484733186,387.2.3.2.4.7,2110,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1981 to 1990,Number,Number,223,units,0,v1484733187,387.2.3.2.5.1,20,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1981 to 1990,Percentage - investment status,Percent,239,units,0,v1484733188,387.2.3.2.5.2,80,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1981 to 1990,Average assessment value,Dollars,81,units,0,v1484733189,387.2.3.2.5.3,910000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1981 to 1990,Median assessment value,Dollars,81,units,0,v1484733190,387.2.3.2.5.4,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1981 to 1990,Total assessment value,Dollars,81,units,0,v1484733191,387.2.3.2.5.5,17200000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1981 to 1990,Average total living area,Square feet,279,units,0,v1484733192,387.2.3.2.5.6,2700,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1981 to 1990,Median total living area,Square feet,279,units,0,v1484733193,387.2.3.2.5.7,2020,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1991 to 2000,Number,Number,223,units,0,v1484733194,387.2.3.2.6.1,10,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1991 to 2000,Percentage - investment status,Percent,239,units,0,v1484733195,387.2.3.2.6.2,66.7,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1991 to 2000,Average assessment value,Dollars,81,units,0,v1484733196,387.2.3.2.6.3,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1991 to 2000,Median assessment value,Dollars,81,units,0,v1484733197,387.2.3.2.6.4,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1991 to 2000,Total assessment value,Dollars,81,units,0,v1484733198,387.2.3.2.6.5,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1991 to 2000,Average total living area,Square feet,279,units,0,v1484733199,387.2.3.2.6.6,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,1991 to 2000,Median total living area,Square feet,279,units,0,v1484733200,387.2.3.2.6.7,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2001 to 2005,Number,Number,223,units,0,v1484733201,387.2.3.2.7.1,10,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2001 to 2005,Percentage - investment status,Percent,239,units,0,v1484733202,387.2.3.2.7.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2001 to 2005,Average assessment value,Dollars,81,units,0,v1484733203,387.2.3.2.7.3,1260000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2001 to 2005,Median assessment value,Dollars,81,units,0,v1484733204,387.2.3.2.7.4,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2001 to 2005,Total assessment value,Dollars,81,units,0,v1484733205,387.2.3.2.7.5,13900000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2001 to 2005,Average total living area,Square feet,279,units,0,v1484733206,387.2.3.2.7.6,3800,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2001 to 2005,Median total living area,Square feet,279,units,0,v1484733207,387.2.3.2.7.7,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2006 to 2010,Number,Number,223,units,0,v1484733208,387.2.3.2.8.1,5,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2006 to 2010,Percentage - investment status,Percent,239,units,0,v1484733209,387.2.3.2.8.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2006 to 2010,Average assessment value,Dollars,81,units,0,v1484733210,387.2.3.2.8.3,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2006 to 2010,Median assessment value,Dollars,81,units,0,v1484733211,387.2.3.2.8.4,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2006 to 2010,Total assessment value,Dollars,81,units,0,v1484733212,387.2.3.2.8.5,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2006 to 2010,Average total living area,Square feet,279,units,0,v1484733213,387.2.3.2.8.6,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2006 to 2010,Median total living area,Square feet,279,units,0,v1484733214,387.2.3.2.8.7,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2011 to 2015,Number,Number,223,units,0,v1484733215,387.2.3.2.9.1,5,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2011 to 2015,Percentage - investment status,Percent,239,units,0,v1484733216,387.2.3.2.9.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2011 to 2015,Average assessment value,Dollars,81,units,0,v1484733217,387.2.3.2.9.3,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2011 to 2015,Median assessment value,Dollars,81,units,0,v1484733218,387.2.3.2.9.4,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2011 to 2015,Total assessment value,Dollars,81,units,0,v1484733219,387.2.3.2.9.5,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2011 to 2015,Average total living area,Square feet,279,units,0,v1484733220,387.2.3.2.9.6,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2011 to 2015,Median total living area,Square feet,279,units,0,v1484733221,387.2.3.2.9.7,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2016 to reference period,Number,Number,223,units,0,v1484733222,387.2.3.2.10.1,10,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2016 to reference period,Percentage - investment status,Percent,239,units,0,v1484733223,387.2.3.2.10.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2016 to reference period,Average assessment value,Dollars,81,units,0,v1484733224,387.2.3.2.10.3,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2016 to reference period,Median assessment value,Dollars,81,units,0,v1484733225,387.2.3.2.10.4,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2016 to reference period,Total assessment value,Dollars,81,units,0,v1484733226,387.2.3.2.10.5,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2016 to reference period,Average total living area,Square feet,279,units,0,v1484733227,387.2.3.2.10.6,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Single-detached house,2016 to reference period,Median total living area,Square feet,279,units,0,v1484733228,387.2.3.2.10.7,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,"Total, all periods of construction",Number,Number,223,units,0,v1484733229,387.2.3.3.1.1,25,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,"Total, all periods of construction",Percentage - investment status,Percent,239,units,0,v1484733230,387.2.3.3.1.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,"Total, all periods of construction",Average assessment value,Dollars,81,units,0,v1484733231,387.2.3.3.1.3,490000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,"Total, all periods of construction",Median assessment value,Dollars,81,units,0,v1484733232,387.2.3.3.1.4,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,"Total, all periods of construction",Total assessment value,Dollars,81,units,0,v1484733233,387.2.3.3.1.5,9400000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,"Total, all periods of construction",Average total living area,Square feet,279,units,0,v1484733234,387.2.3.3.1.6,1820,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,"Total, all periods of construction",Median total living area,Square feet,279,units,0,v1484733235,387.2.3.3.1.7,1800,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1960 or earlier,Number,Number,223,units,0,v1484733236,387.2.3.3.2.1,0,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1960 or earlier,Percentage - investment status,Percent,239,units,0,v1484733237,387.2.3.3.2.2,,..,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1960 or earlier,Average assessment value,Dollars,81,units,0,v1484733238,387.2.3.3.2.3,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1960 or earlier,Median assessment value,Dollars,81,units,0,v1484733239,387.2.3.3.2.4,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1960 or earlier,Total assessment value,Dollars,81,units,0,v1484733240,387.2.3.3.2.5,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1960 or earlier,Average total living area,Square feet,279,units,0,v1484733241,387.2.3.3.2.6,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1960 or earlier,Median total living area,Square feet,279,units,0,v1484733242,387.2.3.3.2.7,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1961 to 1970,Number,Number,223,units,0,v1484733243,387.2.3.3.3.1,0,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1961 to 1970,Percentage - investment status,Percent,239,units,0,v1484733244,387.2.3.3.3.2,,..,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1961 to 1970,Average assessment value,Dollars,81,units,0,v1484733245,387.2.3.3.3.3,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1961 to 1970,Median assessment value,Dollars,81,units,0,v1484733246,387.2.3.3.3.4,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1961 to 1970,Total assessment value,Dollars,81,units,0,v1484733247,387.2.3.3.3.5,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1961 to 1970,Average total living area,Square feet,279,units,0,v1484733248,387.2.3.3.3.6,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1961 to 1970,Median total living area,Square feet,279,units,0,v1484733249,387.2.3.3.3.7,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1971 to 1980,Number,Number,223,units,0,v1484733250,387.2.3.3.4.1,0,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1971 to 1980,Percentage - investment status,Percent,239,units,0,v1484733251,387.2.3.3.4.2,,..,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1971 to 1980,Average assessment value,Dollars,81,units,0,v1484733252,387.2.3.3.4.3,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1971 to 1980,Median assessment value,Dollars,81,units,0,v1484733253,387.2.3.3.4.4,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1971 to 1980,Total assessment value,Dollars,81,units,0,v1484733254,387.2.3.3.4.5,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1971 to 1980,Average total living area,Square feet,279,units,0,v1484733255,387.2.3.3.4.6,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1971 to 1980,Median total living area,Square feet,279,units,0,v1484733256,387.2.3.3.4.7,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1981 to 1990,Number,Number,223,units,0,v1484733257,387.2.3.3.5.1,0,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1981 to 1990,Percentage - investment status,Percent,239,units,0,v1484733258,387.2.3.3.5.2,,..,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1981 to 1990,Average assessment value,Dollars,81,units,0,v1484733259,387.2.3.3.5.3,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1981 to 1990,Median assessment value,Dollars,81,units,0,v1484733260,387.2.3.3.5.4,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1981 to 1990,Total assessment value,Dollars,81,units,0,v1484733261,387.2.3.3.5.5,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1981 to 1990,Average total living area,Square feet,279,units,0,v1484733262,387.2.3.3.5.6,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1981 to 1990,Median total living area,Square feet,279,units,0,v1484733263,387.2.3.3.5.7,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1991 to 2000,Number,Number,223,units,0,v1484733264,387.2.3.3.6.1,5,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1991 to 2000,Percentage - investment status,Percent,239,units,0,v1484733265,387.2.3.3.6.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1991 to 2000,Average assessment value,Dollars,81,units,0,v1484733266,387.2.3.3.6.3,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1991 to 2000,Median assessment value,Dollars,81,units,0,v1484733267,387.2.3.3.6.4,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1991 to 2000,Total assessment value,Dollars,81,units,0,v1484733268,387.2.3.3.6.5,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1991 to 2000,Average total living area,Square feet,279,units,0,v1484733269,387.2.3.3.6.6,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,1991 to 2000,Median total living area,Square feet,279,units,0,v1484733270,387.2.3.3.6.7,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2001 to 2005,Number,Number,223,units,0,v1484733271,387.2.3.3.7.1,5,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2001 to 2005,Percentage - investment status,Percent,239,units,0,v1484733272,387.2.3.3.7.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2001 to 2005,Average assessment value,Dollars,81,units,0,v1484733273,387.2.3.3.7.3,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2001 to 2005,Median assessment value,Dollars,81,units,0,v1484733274,387.2.3.3.7.4,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2001 to 2005,Total assessment value,Dollars,81,units,0,v1484733275,387.2.3.3.7.5,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2001 to 2005,Average total living area,Square feet,279,units,0,v1484733276,387.2.3.3.7.6,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2001 to 2005,Median total living area,Square feet,279,units,0,v1484733277,387.2.3.3.7.7,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2006 to 2010,Number,Number,223,units,0,v1484733278,387.2.3.3.8.1,10,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2006 to 2010,Percentage - investment status,Percent,239,units,0,v1484733279,387.2.3.3.8.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2006 to 2010,Average assessment value,Dollars,81,units,0,v1484733280,387.2.3.3.8.3,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2006 to 2010,Median assessment value,Dollars,81,units,0,v1484733281,387.2.3.3.8.4,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2006 to 2010,Total assessment value,Dollars,81,units,0,v1484733282,387.2.3.3.8.5,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2006 to 2010,Average total living area,Square feet,279,units,0,v1484733283,387.2.3.3.8.6,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2006 to 2010,Median total living area,Square feet,279,units,0,v1484733284,387.2.3.3.8.7,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2011 to 2015,Number,Number,223,units,0,v1484733285,387.2.3.3.9.1,5,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2011 to 2015,Percentage - investment status,Percent,239,units,0,v1484733286,387.2.3.3.9.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2011 to 2015,Average assessment value,Dollars,81,units,0,v1484733287,387.2.3.3.9.3,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2011 to 2015,Median assessment value,Dollars,81,units,0,v1484733288,387.2.3.3.9.4,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2011 to 2015,Total assessment value,Dollars,81,units,0,v1484733289,387.2.3.3.9.5,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2011 to 2015,Average total living area,Square feet,279,units,0,v1484733290,387.2.3.3.9.6,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2011 to 2015,Median total living area,Square feet,279,units,0,v1484733291,387.2.3.3.9.7,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2016 to reference period,Number,Number,223,units,0,v1484733292,387.2.3.3.10.1,5,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2016 to reference period,Percentage - investment status,Percent,239,units,0,v1484733293,387.2.3.3.10.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2016 to reference period,Average assessment value,Dollars,81,units,0,v1484733294,387.2.3.3.10.3,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2016 to reference period,Median assessment value,Dollars,81,units,0,v1484733295,387.2.3.3.10.4,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2016 to reference period,Total assessment value,Dollars,81,units,0,v1484733296,387.2.3.3.10.5,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2016 to reference period,Average total living area,Square feet,279,units,0,v1484733297,387.2.3.3.10.6,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Semi-detached house,2016 to reference period,Median total living area,Square feet,279,units,0,v1484733298,387.2.3.3.10.7,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,"Total, all periods of construction",Number,Number,223,units,0,v1484733299,387.2.3.4.1.1,180,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,"Total, all periods of construction",Percentage - investment status,Percent,239,units,0,v1484733300,387.2.3.4.1.2,97.3,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,"Total, all periods of construction",Average assessment value,Dollars,81,units,0,v1484733301,387.2.3.4.1.3,400000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,"Total, all periods of construction",Median assessment value,Dollars,81,units,0,v1484733302,387.2.3.4.1.4,387000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,"Total, all periods of construction",Total assessment value,Dollars,81,units,0,v1484733303,387.2.3.4.1.5,69000000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,"Total, all periods of construction",Average total living area,Square feet,279,units,0,v1484733304,387.2.3.4.1.6,1480,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,"Total, all periods of construction",Median total living area,Square feet,279,units,0,v1484733305,387.2.3.4.1.7,1470,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1960 or earlier,Number,Number,223,units,0,v1484733306,387.2.3.4.2.1,0,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1960 or earlier,Percentage - investment status,Percent,239,units,0,v1484733307,387.2.3.4.2.2,,..,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1960 or earlier,Average assessment value,Dollars,81,units,0,v1484733308,387.2.3.4.2.3,,..,,,0
